,vid,title,description,thumbnail,view_counts
12,SigTdkRuO-8,Mass. man who had violent outburst on Boston-bound flight has history of threatening behavior,"Francisco Severo Torres, 32, was accused of assaulting his mother in 2017 and attempted robbery in 2015. The charges in both ...",https://i.ytimg.com/vi/SigTdkRuO-8/default.jpg,67456
13,G0__nEgXafI,Britain Hates Losing Its Empire | Forgotten History,"Support my Patreon: https://www.patreon.com/adriangraycomedy As more and more British colonies demanded independence, ...",https://i.ytimg.com/vi/G0__nEgXafI/default.jpg,4289512
14,ApUZiloTF3g,HISTORY OF LIFE: PART 1,,https://i.ytimg.com/vi/ApUZiloTF3g/default.jpg,136410
15,0M0RbaPxq2k,Michael Jackson vs Elvis Presley. Epic Rap Battles of History,Two kings of pop music Michael Jackson and Elvis Presley combine in this episode of Epic Rap Battles of History. Who won?,https://i.ytimg.com/vi/0M0RbaPxq2k/default.jpg,92118399
16,UjCzD7FAmIs,Bad History - PEWDIEPIE (Turn On The Camera),"This is the 3rd episode of the Bad History  , featuring PewDiePie, Felix Arvid Ulf Kjellberg. 2020 didn't turn out to be what we ...",https://i.ytimg.com/vi/UjCzD7FAmIs/default.jpg,15610236
17,7Oi2NUYNLkQ,The Most Misquoted Line In History - How History Works #shorts,Did you know that Paul Revere never actually shouted “the British are coming!”? Paul Revere is known for his famous ride on April ...,https://i.ytimg.com/vi/7Oi2NUYNLkQ/default.jpg,606854
18,FkGK7bitav0,Donald Trump vs Joe Biden. Epic Rap Battles Of History,Epic Rap Battles of History: Donald Trump vs Joe Biden! Listen to this track on multiple streaming platforms: ...,https://i.ytimg.com/vi/FkGK7bitav0/default.jpg,26668876
19,v7uhbzeEYhc,When Mom checks your Search History...,This is the most dangerous moment of all time.,https://i.ytimg.com/vi/v7uhbzeEYhc/default.jpg,1757956
20,xMI4JCIaSfA,the longest prison sentence in history,"hey it's me gabe (@gabesweats) from tiktok! in this video, i go over the longest prison sentence in history. make sure to subscribe ...",https://i.ytimg.com/vi/xMI4JCIaSfA/default.jpg,11720770
21,68gi3C0A9Fo,What Was the Missouri Compromise? | History,"Learn more about the Missouri Compromise of 1820, a temporary solution to the brewing controversy over slavery in the United ...",https://i.ytimg.com/vi/68gi3C0A9Fo/default.jpg,696010
22,6DrNC-xQcGs,Rich Brian - History (Official Video),Rich Brian - History Stream/Download: https://88rising.lnk.to/hsty Directed by James Defina & Brian Imanuel Video Producer: ...,https://i.ytimg.com/vi/6DrNC-xQcGs/default.jpg,70047511
23,W5Z-9XjRwsw,Antarctica on Ancient Maps? #joerogan #shorts #history #antarctica,,https://i.ytimg.com/vi/W5Z-9XjRwsw/default.jpg,11173050
24,1exF_QIC52U,Joel Corry &amp; Becky Hill - HISTORY [Clean Version],Joel Corry & Becky Hill - HISTORY [Clean Version] Listen to my new single with Becky Hill now: https://joelcorry.lnk.to/HISTORY ...,https://i.ytimg.com/vi/1exF_QIC52U/default.jpg,64196
25,Q_ohtYaFoFw,David Tyree with the BEST CATCH in Super Bowl History?🤔 #shorts,"Follow my Instagram, TikTok, & Twitter for more @berges.prod Clips from: The NFL Gonna also start posting my tiktoks ...",https://i.ytimg.com/vi/Q_ohtYaFoFw/default.jpg,6410007
26,SapQys4r93I,History Memes 37 #Memes #Shorts 791,,https://i.ytimg.com/vi/SapQys4r93I/default.jpg,65684
27,nvbM_fkjhKY,Which country has the best history? [#countryballs #shorts ],,https://i.ytimg.com/vi/nvbM_fkjhKY/default.jpg,2633692
28,zpBx8A4vWlk,Top 5 WEAKEST Saiyans in Dragon Ball History! #dragonball #dragonballz,,https://i.ytimg.com/vi/zpBx8A4vWlk/default.jpg,454432
29,Pv1Otdg4fok,This Is The Largest Cleanup in History | The Ocean Cleanup,"The Ocean Cleanup, a non-profit organization, is developing and scaling technologies to rid the world's oceans of plastic. Our aim ...",https://i.ytimg.com/vi/Pv1Otdg4fok/default.jpg,81315
30,uX0AQGuC-aE,The best catches in the history of ESPN 🔥,(via @mac_hereford) (via @theaudl),https://i.ytimg.com/vi/uX0AQGuC-aE/default.jpg,8027612
31,cyx0l6us3Y0,Coldest walk in the history of football 🥵🥵🥵,shorts #football #shortvideo #soccer.,https://i.ytimg.com/vi/cyx0l6us3Y0/default.jpg,11789785
32,ltmn22f-NBg,Women of black history month,,https://i.ytimg.com/vi/ltmn22f-NBg/default.jpg,40703
33,3l4533FlKiU,The GREATEST 🐐SpongeBob ROAST 🔥🍖 in HISTORY?! 📜 #shorts,The GREATEST SpongeBob ROAST in HISTORY?! #shorts Mr.Odster Plankton definitely has an argument for the best ...,https://i.ytimg.com/vi/3l4533FlKiU/default.jpg,4441641
34,jniC6njaO-g,The Fastest Quick Ban in OU History,Enjoy the video? We make long form content too! Subscribe for more: ...,https://i.ytimg.com/vi/jniC6njaO-g/default.jpg,222286
35,OvkOOxklAKE,Bad History - PUTIN (My Heart Is Cold),"This is the 2nd episode of the Bad History  , featuring Mr. Putin. The animated projects of ""Bad History"" are based on fiction, ...",https://i.ytimg.com/vi/OvkOOxklAKE/default.jpg,30482093
36,YtO-6Xg3g2M,Babe Ruth vs Lance Armstrong. Epic Rap Battles of History.,Babe Ruth faces off against Lance Armstrong in this episode of Epic Rap Battles of History. Who won? You decide! Want to help ...,https://i.ytimg.com/vi/YtO-6Xg3g2M/default.jpg,38048521
37,Jmqa99Ar1Hs,Terminator vs Robocop.  Epic Rap Battles of History,Two killer machines go head to head as Terminator and Robocop clash in this episode of Epic Rap Battles Of History. Want to ...,https://i.ytimg.com/vi/Jmqa99Ar1Hs/default.jpg,48734821
38,1_hKLfTKU5Y,Mario Bros vs Wright Bros. Epic Rap Battles of History.,The Mario Bros and The Wright Bros face off in this episode of Epic Rap Battles of History. Who won? You decide! Want to help ...,https://i.ytimg.com/vi/1_hKLfTKU5Y/default.jpg,102654542
39,h_6E5PdXoeI,Top 7 Worst Pandemics In History 🦠 #shorts,,https://i.ytimg.com/vi/h_6E5PdXoeI/default.jpg,2938049
40,eHCyaJS4Cbs,Bruce Lee vs Clint Eastwood. Epic Rap Battles of History,Bruce Lee duels with Clint Eastwood in this episode of Epic Rap Battles of History. Who won? You decide. Want to help ERB?,https://i.ytimg.com/vi/eHCyaJS4Cbs/default.jpg,70757489
41,xBzoBgfm55w,Christopher Columbus vs Captain Kirk. Epic Rap Battles of History,Christopher Columbus and Captain Kirk face off in this episode of Epic Rap Battles Of History. Who won? You decide. You can ...,https://i.ytimg.com/vi/xBzoBgfm55w/default.jpg,43377830
42,dl7CLaZFG1c,George Washington vs William Wallace. Epic Rap Battles of History,George Washington faces off with William Wallace in this episode of Epic Rap Battles of History. Who won? You decide? Want to ...,https://i.ytimg.com/vi/dl7CLaZFG1c/default.jpg,51043709
43,rVTwgQ76l-g,David Copperfield vs Harry Houdini. Epic Rap Battles of History,Magical legends David Copperfield and Harry Houdini face off in this episode of Epic Rap Battles of History. Who won?,https://i.ytimg.com/vi/rVTwgQ76l-g/default.jpg,19900625
44,BVn4qNCZeoQ,7 anime that will go down in history…😱,,https://i.ytimg.com/vi/BVn4qNCZeoQ/default.jpg,4342741
45,ZrODVG9Bwt0,The greatest move in soccer history 🔥,"(via @lia.lewis) (via @elysialaramie, @the562org, @LenaSilano @longbeachstatesoccer)",https://i.ytimg.com/vi/ZrODVG9Bwt0/default.jpg,272498
46,ppS4aFUpptc,Evolution of Vietnam 🇻🇳 Pt 2 #history #geography #map #viral,,https://i.ytimg.com/vi/ppS4aFUpptc/default.jpg,161614
47,GiDDWXuW9-c,Stalin Tries To Be Less Awkward | Forgotten History,Support my Patreon: https://www.patreon.com/adriangraycomedy When Stalin's awkwardness got in the way of international ...,https://i.ytimg.com/vi/GiDDWXuW9-c/default.jpg,8516070
48,QbTm6m7198g,Do This Before Your History Exam,Get into your dream school: https://nextadmit.com/roadmap/,https://i.ytimg.com/vi/QbTm6m7198g/default.jpg,2933277
49,bKioiFqc_rQ,King George’s place is now replaced with Netaji🔥♥️🇮🇳  Keerthi History #shorts,,https://i.ytimg.com/vi/bKioiFqc_rQ/default.jpg,547289
