,vid,title,description,thumbnail,view_counts
27,9H4LfjtGdFc,Sonic and Silver Q&amp;A [GMOD] #shorts #viral,SonicGmod #gmod Sonic and Silver Q&A [GMOD],https://i.ytimg.com/vi/9H4LfjtGdFc/default.jpg,2332479
28,0o16_t55uwI,Ncuti Gatwa&#39;s Guide to Doctor Who | Q&amp;A | Doctor Who,"Ncuti Gatwa, the next Doctor, joins us to answer some questions about all things #DoctorWho ❤️❤️➕   Read more about ...",https://i.ytimg.com/vi/0o16_t55uwI/default.jpg,373534
29,nfU7LYujZoc,Sus shadow Q&amp;A,(Sonic The Hedgehog Figure Shorts By David Kva) DONT CLICK THIS ...,https://i.ytimg.com/vi/nfU7LYujZoc/default.jpg,2414367
30,Uv4tpR9qDpo,tom q&amp;a: my ability?,tom answers a question from tiktok if he has an ability like daph. music: remi wolf - photo id.,https://i.ytimg.com/vi/Uv4tpR9qDpo/default.jpg,2708922
31,7X-SunMrV8o,Sus sonic q&amp;a..,(Sonic The Hedgehog Figure Shorts By David Kva) DONT CLICK THIS ...,https://i.ytimg.com/vi/7X-SunMrV8o/default.jpg,19911181
32,T1eyfWTlVdU,【Self-introduction】VTuber Q&amp;A self introduction ft. GO RIA,nice to meet you!!! OO OO AAA AAAA Catch me LIVE on Twitch: https://www.twitch.tv/GO_RIA OTHER LINKS ...,https://i.ytimg.com/vi/T1eyfWTlVdU/default.jpg,580595
33,_-ZZipsCxPA,goofy ahh sonic q&amp;a,Thanks for watching!! Discord Server https://discord.gg/ukNGqhHVjm Tiktok https://www.tiktok.com/@sonicdavid2 Insta ...,https://i.ytimg.com/vi/_-ZZipsCxPA/default.jpg,5937360
34,eojB-Oca-sY,What is going on with Q&amp;A with A&amp;V?,Vincent explains the future of Q&A with A&V: it will become a monthly livestream beginning 2/22. The other three Wednesday ...,https://i.ytimg.com/vi/eojB-Oca-sY/default.jpg,4748
35,QBmL9tJJCj0,SONIC AND ROUGE Q&amp;A!,Thanks for watching!! Discord Server https://discord.gg/ukNGqhHVjm Tiktok https://www.tiktok.com/@sonicdavid2 Insta ...,https://i.ytimg.com/vi/QBmL9tJJCj0/default.jpg,3906389
36,TgHcrPHroFU,Q&amp;A Lagi - Kenapa Biawak Nggak Ada Yang Wibu? (Minecraft Parkour),minecraft #minecraftshorts #shorts #qna.,https://i.ytimg.com/vi/TgHcrPHroFU/default.jpg,6178329
37,VY2v32W3snQ,"Tommy&#39;s 3,000 Subscriber Q&amp;A!","TommyInnit's 3000 Subscriber Q&A! Yes, this is the Mum am I adopted video. I hope you enjoy! SUBSCRIBE ...",https://i.ytimg.com/vi/VY2v32W3snQ/default.jpg,3699748
38,7DlNBJLi3j0,TOP 5 Q&amp;A! Miss Universe Dominican Republic answers her TOP 5 question. #missuniverse,,https://i.ytimg.com/vi/7DlNBJLi3j0/default.jpg,40203
39,acoVXBzUmqI,Totally normal Sonic and Mario Q&amp;A,Thanks for watching!! IRL Channel https://www.youtube.com/c/SonicDavidLive Insta https://z-p42.www.instagram.com/david.kva/ ...,https://i.ytimg.com/vi/acoVXBzUmqI/default.jpg,5037884
40,dHY7NHM1sok,Q&amp;A: How Jordan &amp; Conan Discovered Their Unique Chemistry | CONAN on TBS,Conan sets the record straight about his longtime Associate Producer and #ConanItaly travel companion Jordan Schlansky.,https://i.ytimg.com/vi/dHY7NHM1sok/default.jpg,1745150
41,k-qsA64JZhE,If Doors monsters had a Q&amp;A,,https://i.ytimg.com/vi/k-qsA64JZhE/default.jpg,15769
42,Oowd2VzrREc,【Self-introduction】Vtuber Q&amp;A self intro w/ Shiki Miyoshino !!,TEMPLATE AND ORIGINAL (Umitsuki Shell): https://youtu.be/V4L3YuhCUEY Thank you so much for watching and getting to ...,https://i.ytimg.com/vi/Oowd2VzrREc/default.jpg,895338
43,iIgjf21avsE,Q&amp;A Friday “Yor Mom” #anime #jujutsukaisen #onepiece #spyxfamily,,https://i.ytimg.com/vi/iIgjf21avsE/default.jpg,8358805
44,vJfWtV_CyqY,Q&amp;A Part: 2 പ്രസവ൦ കാരണം തോറ്റു ഞാൻ😥#sruthy #shorts #ytshorts,,https://i.ytimg.com/vi/vJfWtV_CyqY/default.jpg,192781
45,UxvzjwDVCrc,Q&amp;A with Scottie Uy Young,"In an Instagram post of social media influencer Kryz Uy, her 1-year-old child Scottie impressed her followers as he answers ...",https://i.ytimg.com/vi/UxvzjwDVCrc/default.jpg,4573
46,TsZn2WfA3QI,Introducing Slido - the Ultimate Q&amp;A and Polling Platform,Slido is a web-based Q&A and Polling platform. Engage your audience with live questions and polls via www.slido.com/product.,https://i.ytimg.com/vi/TsZn2WfA3QI/default.jpg,17119
47,l9BWnBHiDvc,sus sonic q&amp;a (WATCH UNTIL THE END!!!),SonicGmod #gmod sus sonic q&a (WATCH UNTIL THE END!!!),https://i.ytimg.com/vi/l9BWnBHiDvc/default.jpg,109325
48,ic4tiZiCIxM,Tails Q&amp;A!,Thanks for watching!! Discord Server https://discord.gg/ukNGqhHVjm Tiktok https://www.tiktok.com/@sonicdavid2 Insta ...,https://i.ytimg.com/vi/ic4tiZiCIxM/default.jpg,5917940
49,zD5qRFVED8I,Q&amp;A,Join Membership! 멤버십에 가입하세요! https://www.youtube.com/channel/UCSQkftbg2z4kz4NNBVs6CIQ/join It's Doomed 망했어.,https://i.ytimg.com/vi/zD5qRFVED8I/default.jpg,494529
